season,conf,w,l,wl,w_conf,l_conf,wl_conf,srs,sos,pts,pts_vs,ap_pre,ap_high,ap_final,ncaa_tournament,seed,coaches,seeded,year,is_ap_pre,is_ap_high,is_ap_final,pts_diff,school,pts_total
2002-03,WCC,11,20,0.355,4,10,0.286,-3.23,0.04,70.4,73.6,30,30,30,0,20,Steve Aggers,FALSE,2003,FALSE,FALSE,FALSE,-3.2,loyola-marymount,144
2001-02,WCC,9,20,0.31,2,12,0.143,-7.46,-0.1,69,75.2,30,30,30,0,20,Steve Aggers,FALSE,2002,FALSE,FALSE,FALSE,-6.2,loyola-marymount,144.2
2000-01,WCC,9,19,0.321,5,9,0.357,-6.75,-0.23,66.8,72.3,30,30,30,0,20,Steve Aggers,FALSE,2001,FALSE,FALSE,FALSE,-5.5,loyola-marymount,139.1
2015-16,AEC,8,22,0.267,4,12,0.25,-17.39,-6.49,76,86.9,30,30,30,0,20,Bob Walsh,FALSE,2016,FALSE,FALSE,FALSE,-10.9,maine,162.9
2014-15,AEC,3,27,0.1,2,14,0.125,-17.8,-3.4,60.4,74.8,30,30,30,0,20,Bob Walsh,FALSE,2015,FALSE,FALSE,FALSE,-14.4,maine,135.2
2013-14,AEC,6,23,0.207,4,12,0.25,-17.58,-4.72,72.1,82.9,30,30,30,0,20,Ted Woodward,FALSE,2014,FALSE,FALSE,FALSE,-10.8,maine,155
2012-13,AEC,11,19,0.367,6,10,0.375,-9.57,-4.12,66.3,69.7,30,30,30,0,20,Ted Woodward,FALSE,2013,FALSE,FALSE,FALSE,-3.4,maine,136
2011-12,AEC,12,17,0.414,6,10,0.375,-8.57,-6.54,68.6,68.3,30,30,30,0,20,Ted Woodward,FALSE,2012,FALSE,FALSE,FALSE,0.3,maine,136.9
2010-11,AEC,15,15,0.5,9,7,0.563,-4.87,-5.84,69.6,67,30,30,30,0,20,Ted Woodward,FALSE,2011,FALSE,FALSE,FALSE,2.6,maine,136.6
2009-10,AEC,19,11,0.633,11,5,0.688,-6.53,-6.26,64.4,62.1,30,30,30,0,20,Ted Woodward,FALSE,2010,FALSE,FALSE,FALSE,2.3,maine,126.5
2008-09,AEC,9,21,0.3,4,12,0.25,-11.33,-4.4,66,69.5,30,30,30,0,20,Ted Woodward,FALSE,2009,FALSE,FALSE,FALSE,-3.5,maine,135.5
2007-08,AEC,7,23,0.233,3,13,0.188,-16.25,-4.89,63.7,71.9,30,30,30,0,20,Ted Woodward,FALSE,2008,FALSE,FALSE,FALSE,-8.2,maine,135.6
2006-07,AEC,12,18,0.4,7,9,0.438,-10.54,-5.25,65.4,67.5,30,30,30,0,20,Ted Woodward,FALSE,2007,FALSE,FALSE,FALSE,-2.1,maine,132.9
2005-06,AEC,12,16,0.429,7,9,0.438,-13.21,-6.75,64.7,68.1,30,30,30,0,20,Ted Woodward,FALSE,2006,FALSE,FALSE,FALSE,-3.4,maine,132.8
2004-05,AEC,14,15,0.483,8,10,0.444,-7.04,-4.21,63.6,65,30,30,30,0,20,Ted Woodward,FALSE,2005,FALSE,FALSE,FALSE,-1.4,maine,128.6
2003-04,AEC,20,10,0.667,12,6,0.667,-5.07,-8.39,68.5,62.7,30,30,30,0,20,John Giannini,FALSE,2004,FALSE,FALSE,FALSE,5.8,maine,131.2
2002-03,AEC,14,16,0.467,8,8,0.5,-4.37,-5.04,73.5,69.4,30,30,30,0,20,John Giannini,FALSE,2003,FALSE,FALSE,FALSE,4.1,maine,142.9
2001-02,AEC,12,18,0.4,7,9,0.438,-12.93,-9.55,63.6,66.6,30,30,30,0,20,John Giannini,FALSE,2002,FALSE,FALSE,FALSE,-3,maine,130.2
2000-01,AEC,18,11,0.621,10,8,0.556,-4.68,-6.51,78.4,75.6,30,30,30,0,20,John Giannini,FALSE,2001,FALSE,FALSE,FALSE,2.8,maine,154
2015-16,MAAC,13,18,0.419,9,11,0.45,-7.48,-3.12,68.8,73.2,30,30,30,0,20,Steve Masiello,FALSE,2016,FALSE,FALSE,FALSE,-4.4,manhattan,142
2014-15,MAAC,19,14,0.576,13,7,0.65,-1.34,-3.34,69.7,67.7,30,30,30,1,16,Steve Masiello,TRUE,2015,FALSE,FALSE,FALSE,2,manhattan,137.4
2013-14,MAAC,25,8,0.758,15,5,0.75,6.04,-0.9,77,70,30,30,30,2,13,Steve Masiello,TRUE,2014,FALSE,FALSE,FALSE,7,manhattan,147
2012-13,MAAC,14,18,0.438,9,9,0.5,-1.97,-0.38,58.3,59.9,30,30,30,0,20,Steve Masiello,FALSE,2013,FALSE,FALSE,FALSE,-1.6,manhattan,118.2
2011-12,MAAC,21,13,0.618,12,6,0.667,1.46,-4.13,71.2,65.6,30,30,30,0,20,Steve Masiello,FALSE,2012,FALSE,FALSE,FALSE,5.6,manhattan,136.8
2010-11,MAAC,6,25,0.194,3,15,0.167,-11.66,-2.01,60.1,69.7,30,30,30,0,20,Barry Rohrssen,FALSE,2011,FALSE,FALSE,FALSE,-9.6,manhattan,129.8
2009-10,MAAC,11,20,0.355,4,14,0.222,-4.68,-2.97,65.5,67.2,30,30,30,0,20,Barry Rohrssen,FALSE,2010,FALSE,FALSE,FALSE,-1.7,manhattan,132.7
2008-09,MAAC,16,14,0.533,9,9,0.5,-4.09,-3.4,64.4,64.2,30,30,30,0,20,Barry Rohrssen,FALSE,2009,FALSE,FALSE,FALSE,0.2,manhattan,128.6
2007-08,MAAC,12,19,0.387,5,13,0.278,-7.98,-4.61,69.3,71.2,30,30,30,0,20,Barry Rohrssen,FALSE,2008,FALSE,FALSE,FALSE,-1.9,manhattan,140.5
2006-07,MAAC,13,17,0.433,10,8,0.556,-8.12,-4.78,65.9,69.2,30,30,30,0,20,Barry Rohrssen,FALSE,2007,FALSE,FALSE,FALSE,-3.3,manhattan,135.1
2005-06,MAAC,20,11,0.645,14,4,0.778,0.87,0,76.8,75.4,30,30,30,0,20,Bobby Gonzalez,FALSE,2006,FALSE,FALSE,FALSE,1.4,manhattan,152.2
2004-05,MAAC,15,14,0.517,9,9,0.5,-1.12,-2.41,73,70.2,30,30,30,0,20,Bobby Gonzalez,FALSE,2005,FALSE,FALSE,FALSE,2.8,manhattan,143.2
2003-04,MAAC,25,6,0.806,16,2,0.889,9.29,-1.26,74.5,64,30,30,30,2,12,Bobby Gonzalez,TRUE,2004,FALSE,FALSE,FALSE,10.5,manhattan,138.5
2002-03,MAAC,23,7,0.767,14,4,0.778,5.78,-1.99,75.8,68,30,30,30,1,14,Bobby Gonzalez,TRUE,2003,FALSE,FALSE,FALSE,7.8,manhattan,143.8
2001-02,MAAC,20,9,0.69,12,6,0.667,2.65,-5.39,75,67,30,30,30,0,20,Bobby Gonzalez,FALSE,2002,FALSE,FALSE,FALSE,8,manhattan,142
2000-01,MAAC,14,15,0.483,11,7,0.611,-0.82,-3.89,71.8,68.7,30,30,30,0,20,Bobby Gonzalez,FALSE,2001,FALSE,FALSE,FALSE,3.1,manhattan,140.5
2015-16,MAAC,7,23,0.233,4,16,0.2,-11.69,-4.52,71.5,78.7,30,30,30,0,20,Mike Maker,FALSE,2016,FALSE,FALSE,FALSE,-7.2,marist,150.2
2014-15,MAAC,7,25,0.219,5,15,0.25,-10.55,-2.93,61.2,68.8,30,30,30,0,20,Mike Maker,FALSE,2015,FALSE,FALSE,FALSE,-7.6,marist,130
2013-14,MAAC,12,19,0.387,9,11,0.45,-4.94,-1.27,68.4,72,30,30,30,0,20,Jeff Bower,FALSE,2014,FALSE,FALSE,FALSE,-3.6,marist,140.4
2012-13,MAAC,10,21,0.323,6,12,0.333,-6.34,-1.63,66,70.7,30,30,30,0,20,Chuck Martin,FALSE,2013,FALSE,FALSE,FALSE,-4.7,marist,136.7
2011-12,MAAC,14,18,0.438,7,11,0.389,-8.2,-3.29,68,72.9,30,30,30,0,20,Chuck Martin,FALSE,2012,FALSE,FALSE,FALSE,-4.9,marist,140.9
2010-11,MAAC,6,27,0.182,3,15,0.167,-13.7,-1.46,60,72.2,30,30,30,0,20,Chuck Martin,FALSE,2011,FALSE,FALSE,FALSE,-12.2,marist,132.2
2009-10,MAAC,1,29,0.033,1,17,0.056,-17.21,-2.85,56.1,70.5,30,30,30,0,20,Chuck Martin,FALSE,2010,FALSE,FALSE,FALSE,-14.4,marist,126.6
2008-09,MAAC,10,23,0.303,4,14,0.222,-7.24,-1.85,64,69.4,30,30,30,0,20,Chuck Martin,FALSE,2009,FALSE,FALSE,FALSE,-5.4,marist,133.4
2007-08,MAAC,18,14,0.563,11,7,0.611,-0.68,-1.83,69.9,68.8,30,30,30,0,20,Matt Brady,FALSE,2008,FALSE,FALSE,FALSE,1.1,marist,138.7
2006-07,MAAC,25,9,0.735,14,4,0.778,1.65,-4.29,74.9,68.7,30,30,30,0,20,Matt Brady,FALSE,2007,FALSE,FALSE,FALSE,6.2,marist,143.6
2005-06,MAAC,19,10,0.655,12,6,0.667,2.2,-2.25,76.9,72.4,30,30,30,0,20,Matt Brady,FALSE,2006,FALSE,FALSE,FALSE,4.5,marist,149.3
2004-05,MAAC,11,17,0.393,8,10,0.444,-7.02,-4.3,70,72.8,30,30,30,0,20,Matt Brady,FALSE,2005,FALSE,FALSE,FALSE,-2.8,marist,142.8
2003-04,MAAC,6,22,0.214,4,14,0.222,-11.69,-2.69,61.5,70.5,30,30,30,0,20,Dave Magarity,FALSE,2004,FALSE,FALSE,FALSE,-9,marist,132
2002-03,MAAC,13,16,0.448,8,10,0.444,-4.96,-2.16,71.3,74.1,30,30,30,0,20,Dave Magarity,FALSE,2003,FALSE,FALSE,FALSE,-2.8,marist,145.4
2001-02,MAAC,19,9,0.679,13,5,0.722,1.63,-5.2,74.3,67.4,30,30,30,0,20,Dave Magarity,FALSE,2002,FALSE,FALSE,FALSE,6.9,marist,141.7
2000-01,MAAC,17,13,0.567,11,7,0.611,-1.87,-3.94,70.6,68.6,30,30,30,0,20,Dave Magarity,FALSE,2001,FALSE,FALSE,FALSE,2,marist,139.2
2015-16,Big East,20,13,0.606,8,10,0.444,7.66,5.57,76.3,74.2,30,30,30,0,20,Steve Wojciechowski,FALSE,2016,FALSE,FALSE,FALSE,2.1,marquette,150.5
2014-15,Big East,13,19,0.406,4,14,0.222,7.08,9.02,65.1,67,30,30,30,0,20,Steve Wojciechowski,FALSE,2015,FALSE,FALSE,FALSE,-1.9,marquette,132.1
2013-14,Big East,17,15,0.531,9,9,0.5,10.08,6.61,72.2,68.7,17,17,30,0,20,Buzz Williams,FALSE,2014,TRUE,TRUE,FALSE,3.5,marquette,140.9
2012-13,Big East,26,9,0.743,14,4,0.778,14.04,8.58,68.1,62.6,30,12,15,5,3,Buzz Williams,TRUE,2013,FALSE,TRUE,TRUE,5.5,marquette,130.7
2011-12,Big East,27,8,0.771,14,4,0.778,16.92,7.5,75.4,65.9,22,8,11,4,3,Buzz Williams,TRUE,2012,TRUE,TRUE,TRUE,9.5,marquette,141.3
2010-11,Big East,22,15,0.595,9,9,0.5,14.89,8.51,75.2,68.8,30,30,30,4,11,Buzz Williams,TRUE,2011,FALSE,FALSE,FALSE,6.4,marquette,144
2009-10,Big East,22,12,0.647,11,7,0.611,15.17,8.23,73.1,64.6,30,30,30,1,6,Buzz Williams,TRUE,2010,FALSE,FALSE,FALSE,8.5,marquette,137.7
2008-09,Big East,25,10,0.714,12,6,0.667,15.06,7.87,78.3,69.5,16,8,23,2,6,Buzz Williams,TRUE,2009,TRUE,TRUE,TRUE,8.8,marquette,147.8
2007-08,Big East,25,10,0.714,11,7,0.611,18.62,8.09,75.9,64.8,11,10,25,2,6,Tom Crean,TRUE,2008,TRUE,TRUE,TRUE,11.1,marquette,140.7
2006-07,Big East,24,10,0.706,10,6,0.625,14.14,6.95,71.9,64.9,16,8,20,1,8,Tom Crean,TRUE,2007,TRUE,TRUE,TRUE,7,marquette,136.8
2005-06,Big East,20,11,0.645,10,6,0.625,11.33,8.16,75,69.4,30,30,30,1,7,Tom Crean,TRUE,2006,FALSE,FALSE,FALSE,5.6,marquette,144.4
2004-05,CUSA,19,12,0.613,7,9,0.438,6.6,4.73,67.1,64.8,30,22,30,0,20,Tom Crean,FALSE,2005,FALSE,TRUE,FALSE,2.3,marquette,131.9
2003-04,CUSA,19,12,0.613,8,8,0.5,6.48,4.12,71.2,68.5,23,21,30,0,20,Tom Crean,FALSE,2004,TRUE,TRUE,FALSE,2.7,marquette,139.7
2002-03,CUSA,27,6,0.818,14,2,0.875,16.28,7.28,78.5,69.5,18,8,9,7,3,Tom Crean,TRUE,2003,TRUE,TRUE,TRUE,9,marquette,148
2001-02,CUSA,26,7,0.788,13,3,0.813,17.16,4.77,73.1,60.7,30,9,12,1,5,Tom Crean,TRUE,2002,FALSE,TRUE,TRUE,12.4,marquette,133.8
2000-01,CUSA,15,14,0.517,9,7,0.563,6.78,6.61,65.6,65.4,30,30,30,0,20,Tom Crean,FALSE,2001,FALSE,FALSE,FALSE,0.2,marquette,131
2015-16,CUSA,17,16,0.515,12,6,0.667,0.83,-0.3,86,84.9,30,30,30,0,20,Dan D'Antoni,FALSE,2016,FALSE,FALSE,FALSE,1.1,marshall,170.9
2014-15,CUSA,11,21,0.344,7,11,0.389,-6.45,-0.22,66.8,71.5,30,30,30,0,20,Dan D'Antoni,FALSE,2015,FALSE,FALSE,FALSE,-4.7,marshall,138.3
2013-14,CUSA,11,22,0.333,4,12,0.25,-4.42,-1.32,72.3,72,30,30,30,0,20,Tom Herrion,FALSE,2014,FALSE,FALSE,FALSE,0.3,marshall,144.3
2012-13,CUSA,13,19,0.406,6,10,0.375,-3.62,0.93,69,72.7,30,30,30,0,20,Tom Herrion,FALSE,2013,FALSE,FALSE,FALSE,-3.7,marshall,141.7
2011-12,CUSA,21,14,0.6,9,7,0.563,7,4.94,70.6,68.1,30,30,30,0,20,Tom Herrion,FALSE,2012,FALSE,FALSE,FALSE,2.5,marshall,138.7
2010-11,CUSA,22,12,0.647,9,7,0.563,6.32,1.94,73.5,67.4,30,30,30,0,20,Tom Herrion,FALSE,2011,FALSE,FALSE,FALSE,6.1,marshall,140.9
2009-10,CUSA,24,10,0.706,11,5,0.688,7.8,1.57,79.9,69,30,30,30,0,20,Donnie Jones,FALSE,2010,FALSE,FALSE,FALSE,10.9,marshall,148.9
2008-09,CUSA,15,17,0.469,7,9,0.438,0.14,2.73,71.1,70.5,30,30,30,0,20,Donnie Jones,FALSE,2009,FALSE,FALSE,FALSE,0.6,marshall,141.6
2007-08,CUSA,16,14,0.533,8,8,0.5,2.17,2.17,67.3,65.7,30,30,30,0,20,Donnie Jones,FALSE,2008,FALSE,FALSE,FALSE,1.6,marshall,133
2006-07,CUSA,13,19,0.406,7,9,0.438,-1.89,2.33,66,70.2,30,30,30,0,20,Ron Jirsa,FALSE,2007,FALSE,FALSE,FALSE,-4.2,marshall,136.2
2005-06,CUSA,12,16,0.429,5,9,0.357,-5.05,-1.56,65.9,69.1,30,30,30,0,20,Ron Jirsa,FALSE,2006,FALSE,FALSE,FALSE,-3.2,marshall,135
2004-05,MAC,6,22,0.214,3,15,0.167,-3.5,3.61,66.8,73.9,30,30,30,0,20,Ron Jirsa,FALSE,2005,FALSE,FALSE,FALSE,-7.1,marshall,140.7
2003-04,MAC,12,17,0.414,8,10,0.444,-2.19,2.23,69.7,74.1,30,30,30,0,20,Ron Jirsa,FALSE,2004,FALSE,FALSE,FALSE,-4.4,marshall,143.8
2002-03,MAC,14,15,0.483,9,9,0.5,-0.74,-0.63,73.3,72.2,30,30,30,0,20,Greg White,FALSE,2003,FALSE,FALSE,FALSE,1.1,marshall,145.5
2001-02,MAC,15,15,0.5,8,10,0.444,-1.42,1.22,77.6,77.4,30,30,30,0,20,Greg White,FALSE,2002,FALSE,FALSE,FALSE,0.2,marshall,155
2000-01,MAC,18,9,0.667,12,6,0.667,5.49,0.81,76.4,69.7,30,30,30,0,20,Greg White,FALSE,2001,FALSE,FALSE,FALSE,6.7,marshall,146.1
2015-16,Big Ten,27,9,0.75,12,6,0.667,16.71,8.31,75.7,66.7,3,2,18,4,5,Mark Turgeon,TRUE,2016,TRUE,TRUE,TRUE,9,maryland,142.4
2014-15,Big Ten,28,7,0.8,14,4,0.778,13.32,7.63,69.1,63.4,30,8,12,3,4,Mark Turgeon,TRUE,2015,FALSE,TRUE,TRUE,5.7,maryland,132.5
2013-14,ACC,17,15,0.531,9,9,0.5,11.33,8.08,70.9,67.7,30,30,30,0,20,Mark Turgeon,FALSE,2014,FALSE,FALSE,FALSE,3.2,maryland,138.6
2012-13,ACC,25,13,0.658,8,10,0.444,11.37,4.66,70.7,64,30,30,30,0,20,Mark Turgeon,FALSE,2013,FALSE,FALSE,FALSE,6.7,maryland,134.7
2011-12,ACC,17,15,0.531,6,10,0.375,3.95,5.98,68.7,70.7,30,30,30,0,20,Mark Turgeon,FALSE,2012,FALSE,FALSE,FALSE,-2,maryland,139.4
2010-11,ACC,19,14,0.576,7,9,0.438,15,5.76,76.8,67.6,30,30,30,0,20,Gary Williams,FALSE,2011,FALSE,FALSE,FALSE,9.2,maryland,144.4
2009-10,ACC,24,9,0.727,13,3,0.813,17.75,7.95,79.7,68.3,30,19,20,2,4,Gary Williams,TRUE,2010,FALSE,TRUE,TRUE,11.4,maryland,148
2008-09,ACC,21,14,0.6,7,9,0.438,11.1,8.99,71.8,69.1,30,30,30,2,10,Gary Williams,TRUE,2009,FALSE,FALSE,FALSE,2.7,maryland,140.9
2007-08,ACC,19,15,0.559,8,8,0.5,9.74,7.28,73,69.8,30,30,30,0,20,Gary Williams,FALSE,2008,FALSE,FALSE,FALSE,3.2,maryland,142.8
2006-07,ACC,25,9,0.735,10,6,0.625,19.06,7.59,79,67.5,30,17,18,2,4,Gary Williams,TRUE,2007,FALSE,TRUE,TRUE,11.5,maryland,146.5
2005-06,ACC,19,13,0.594,8,8,0.5,10.73,6.73,78.3,73.5,23,14,30,0,20,Gary Williams,FALSE,2006,TRUE,TRUE,FALSE,4.8,maryland,151.8
2004-05,ACC,19,13,0.594,7,9,0.438,13.76,7.89,81.9,76,15,12,30,0,20,Gary Williams,FALSE,2005,TRUE,TRUE,FALSE,5.9,maryland,157.9
2003-04,ACC,20,12,0.625,7,9,0.438,16.96,11.68,77.4,72.1,30,19,19,2,4,Gary Williams,TRUE,2004,FALSE,TRUE,TRUE,5.3,maryland,149.5
2002-03,ACC,21,10,0.677,11,5,0.688,20.56,7.56,79.7,66.7,13,8,17,4,6,Gary Williams,TRUE,2003,TRUE,TRUE,TRUE,13,maryland,146.4
2001-02,ACC,32,4,0.889,15,1,0.938,23.5,9.38,85,70.9,2,2,4,9,1,Gary Williams,TRUE,2002,TRUE,TRUE,TRUE,14.1,maryland,155.9
2000-01,ACC,25,11,0.694,10,6,0.625,23.82,10.99,85.2,72.4,5,5,11,7,3,Gary Williams,TRUE,2001,TRUE,TRUE,TRUE,12.8,maryland,157.6
2015-16,AEC,7,25,0.219,3,13,0.188,-15.37,-6.87,72.1,80.6,30,30,30,0,20,Aki Thomas,FALSE,2016,FALSE,FALSE,FALSE,-8.5,maryland-baltimore-county,152.7
2014-15,AEC,4,26,0.133,2,14,0.125,-16.17,-5.14,56.1,67.1,30,30,30,0,20,Aki Thomas,FALSE,2015,FALSE,FALSE,FALSE,-11,maryland-baltimore-county,123.2
2013-14,AEC,9,21,0.3,5,11,0.313,-14.21,-6.55,65.6,72.8,30,30,30,0,20,Aki Thomas,FALSE,2014,FALSE,FALSE,FALSE,-7.2,maryland-baltimore-county,138.4
2012-13,AEC,8,23,0.258,5,11,0.313,-12.5,-3.7,63.5,71.5,30,30,30,0,20,Aki Thomas,FALSE,2013,FALSE,FALSE,FALSE,-8,maryland-baltimore-county,135
2011-12,AEC,4,26,0.133,3,13,0.188,-19.85,-6.02,63.2,77.1,30,30,30,0,20,Randy Monroe,FALSE,2012,FALSE,FALSE,FALSE,-13.9,maryland-baltimore-county,140.3
2010-11,AEC,5,25,0.167,4,12,0.25,-18.47,-4.27,64.3,78.5,30,30,30,0,20,Randy Monroe,FALSE,2011,FALSE,FALSE,FALSE,-14.2,maryland-baltimore-county,142.8
2009-10,AEC,4,26,0.133,3,13,0.188,-16.92,-6.19,63.1,73.8,30,30,30,0,20,Randy Monroe,FALSE,2010,FALSE,FALSE,FALSE,-10.7,maryland-baltimore-county,136.9
2008-09,AEC,15,17,0.469,7,9,0.438,-8.74,-4.16,65.7,69,30,30,30,0,20,Randy Monroe,FALSE,2009,FALSE,FALSE,FALSE,-3.3,maryland-baltimore-county,134.7
2007-08,AEC,24,9,0.727,13,3,0.813,0.06,-4.53,74.2,68.4,30,30,30,1,15,Randy Monroe,TRUE,2008,FALSE,FALSE,FALSE,5.8,maryland-baltimore-county,142.6
2006-07,AEC,12,19,0.387,7,9,0.438,-9.47,-4.92,60.5,65,30,30,30,0,20,Randy Monroe,FALSE,2007,FALSE,FALSE,FALSE,-4.5,maryland-baltimore-county,125.5
2005-06,AEC,10,19,0.345,5,11,0.313,-8.44,-5.24,66.9,70.1,30,30,30,0,20,Randy Monroe,FALSE,2006,FALSE,FALSE,FALSE,-3.2,maryland-baltimore-county,137
2004-05,AEC,11,18,0.379,5,13,0.278,-11.66,-5.48,61.3,66.3,30,30,30,0,20,Randy Monroe,FALSE,2005,FALSE,FALSE,FALSE,-5,maryland-baltimore-county,127.6
2003-04,AEC,7,21,0.25,4,14,0.222,-10.29,-6.61,60.1,63.8,30,30,30,0,20,Tom Sullivan,FALSE,2004,FALSE,FALSE,FALSE,-3.7,maryland-baltimore-county,123.9
2002-03,NEC,7,20,0.259,5,13,0.278,-14.74,-8,63.1,69.8,30,30,30,0,20,Tom Sullivan,FALSE,2003,FALSE,FALSE,FALSE,-6.7,maryland-baltimore-county,132.9
2001-02,NEC,20,9,0.69,15,5,0.75,-8.07,-11.62,73.8,70.2,30,30,30,0,20,Tom Sullivan,FALSE,2002,FALSE,FALSE,FALSE,3.6,maryland-baltimore-county,144
2000-01,NEC,18,11,0.621,13,7,0.65,-5.52,-9.66,77.9,73.8,30,30,30,0,20,Tom Sullivan,FALSE,2001,FALSE,FALSE,FALSE,4.1,maryland-baltimore-county,151.7
2015-16,MEAC,10,22,0.313,7,9,0.438,-14.23,-6.17,68.1,75,30,30,30,0,20,Bobby Collins,FALSE,2016,FALSE,FALSE,FALSE,-6.9,maryland-eastern-shore,143.1
2014-15,MEAC,18,15,0.545,11,5,0.688,-6.55,-6.94,67.5,67.2,30,30,30,0,20,Bobby Collins,FALSE,2015,FALSE,FALSE,FALSE,0.3,maryland-eastern-shore,134.7
2013-14,MEAC,6,24,0.2,4,12,0.25,-17.03,-6.61,66.5,75,30,30,30,0,20,Frankie Allen,FALSE,2014,FALSE,FALSE,FALSE,-8.5,maryland-eastern-shore,141.5
2012-13,MEAC,2,26,0.071,2,14,0.125,-19.61,-5.11,54.8,69.3,30,30,30,0,20,Frankie Allen,FALSE,2013,FALSE,FALSE,FALSE,-14.5,maryland-eastern-shore,124.1
2011-12,MEAC,7,23,0.233,4,12,0.25,-16.79,-4.72,59.5,70.3,30,30,30,0,20,Frankie Allen,FALSE,2012,FALSE,FALSE,FALSE,-10.8,maryland-eastern-shore,129.8
2010-11,MEAC,9,22,0.29,5,11,0.313,-19.35,-7.42,67.6,77.7,30,30,30,0,20,Frankie Allen,FALSE,2011,FALSE,FALSE,FALSE,-10.1,maryland-eastern-shore,145.3
2009-10,MEAC,11,21,0.344,8,8,0.5,-16.18,-7.38,60.8,69.3,30,30,30,0,20,Frankie Allen,FALSE,2010,FALSE,FALSE,FALSE,-8.5,maryland-eastern-shore,130.1
2008-09,MEAC,7,23,0.233,3,13,0.188,-22.6,-8.8,58.6,69.6,30,30,30,0,20,Frankie Allen,FALSE,2009,FALSE,FALSE,FALSE,-11,maryland-eastern-shore,128.2
2007-08,MEAC,4,28,0.125,2,14,0.125,-23.75,-7.82,58.7,74.8,30,30,30,0,20,Meredith Smith,FALSE,2008,FALSE,FALSE,FALSE,-16.1,maryland-eastern-shore,133.5
2006-07,MEAC,4,27,0.129,1,17,0.056,-22.97,-9.04,60.6,73.5,30,30,30,0,20,Lawrence Lesett,FALSE,2007,FALSE,FALSE,FALSE,-12.9,maryland-eastern-shore,134.1
2005-06,MEAC,7,22,0.241,4,14,0.222,-20.45,-10.16,64.9,74.7,30,30,30,0,20,Lawrence Lesett,FALSE,2006,FALSE,FALSE,FALSE,-9.8,maryland-eastern-shore,139.6
2004-05,MEAC,2,26,0.071,1,17,0.056,-33.1,-10.03,56.5,79.5,30,30,30,0,20,Lawrence Lesett,FALSE,2005,FALSE,FALSE,FALSE,-23,maryland-eastern-shore,136
2003-04,MEAC,8,21,0.276,6,12,0.333,-20.86,-10.1,58.8,69.5,30,30,30,0,20,Thomas Trotter,FALSE,2004,FALSE,FALSE,FALSE,-10.7,maryland-eastern-shore,128.3
2002-03,MEAC,5,23,0.179,5,13,0.278,-19.83,-11.25,62.9,71.4,30,30,30,0,20,Thomas Trotter,FALSE,2003,FALSE,FALSE,FALSE,-8.5,maryland-eastern-shore,134.3
2001-02,MEAC,11,18,0.379,7,11,0.389,-15.59,-9.08,65.9,72.4,30,30,30,0,20,Thomas Trotter,FALSE,2002,FALSE,FALSE,FALSE,-6.5,maryland-eastern-shore,138.3
2000-01,MEAC,12,16,0.429,10,8,0.556,-18.23,-9.66,66.5,73.6,30,30,30,0,20,Thomas Trotter,FALSE,2001,FALSE,FALSE,FALSE,-7.1,maryland-eastern-shore,140.1
2015-16,A-10,14,18,0.438,6,12,0.333,0.64,2.96,73.5,75.8,30,30,30,0,20,Derek Kellogg,FALSE,2016,FALSE,FALSE,FALSE,-2.3,massachusetts,149.3
2014-15,A-10,17,15,0.531,10,8,0.556,3.59,4.69,69.4,70.5,30,30,30,0,20,Derek Kellogg,FALSE,2015,FALSE,FALSE,FALSE,-1.1,massachusetts,139.9
2013-14,A-10,24,9,0.727,10,6,0.625,10.61,6,75.8,71.2,30,13,30,2,6,Derek Kellogg,TRUE,2014,FALSE,TRUE,FALSE,4.6,massachusetts,147
2012-13,A-10,21,12,0.636,9,7,0.563,5.82,4.55,73,71.7,30,30,30,0,20,Derek Kellogg,FALSE,2013,FALSE,FALSE,FALSE,1.3,massachusetts,144.7
2011-12,A-10,25,12,0.676,9,7,0.563,7.49,2.97,76.9,72.4,30,30,30,0,20,Derek Kellogg,FALSE,2012,FALSE,FALSE,FALSE,4.5,massachusetts,149.3
2010-11,A-10,15,15,0.5,7,9,0.438,-0.76,1.93,66.3,68,30,30,30,0,20,Derek Kellogg,FALSE,2011,FALSE,FALSE,FALSE,-1.7,massachusetts,134.3
2009-10,A-10,12,20,0.375,5,11,0.313,-1.76,3.4,70.7,74.9,30,30,30,0,20,Derek Kellogg,FALSE,2010,FALSE,FALSE,FALSE,-4.2,massachusetts,145.6
2008-09,A-10,12,18,0.4,7,9,0.438,0.64,3.54,71.5,73.7,30,30,30,0,20,Derek Kellogg,FALSE,2009,FALSE,FALSE,FALSE,-2.2,massachusetts,145.2
2007-08,A-10,25,11,0.694,10,6,0.625,9.6,3.77,81.5,75.7,30,30,30,0,20,Travis Ford,FALSE,2008,FALSE,FALSE,FALSE,5.8,massachusetts,157.2
2006-07,A-10,24,9,0.727,13,3,0.813,9.49,0.97,77.3,68.8,30,30,30,0,20,Travis Ford,FALSE,2007,FALSE,FALSE,FALSE,8.5,massachusetts,146.1
2005-06,A-10,13,15,0.464,8,8,0.5,3.74,2.63,64.9,63.8,30,30,30,0,20,Travis Ford,FALSE,2006,FALSE,FALSE,FALSE,1.1,massachusetts,128.7
2004-05,A-10,16,12,0.571,9,7,0.563,0.12,1.51,64.4,65.8,30,30,30,0,20,Steve Lappas,FALSE,2005,FALSE,FALSE,FALSE,-1.4,massachusetts,130.2
